Amount,Date,Sender,Recipient,Note
97.15,2018-12-15T01:00:00.000Z,,Publix #719,Other Services
87.47,2018-12-16T01:00:00.000Z,,Texaco 0381549,Phone/Cable
26.51,2018-12-16T01:00:00.000Z,Adam Sanders,Hassan Nicholson,Drinks on Wednesday 🍈🍳
45.36,2018-12-17T01:00:00.000Z,,Atlantic Wines And Liquor,Other Services
-35.82,2018-12-17T01:00:00.000Z,Nafeesa Mitchell,Adam Sanders,Breakfast on Thursday 🍍🧄
29.71,2018-12-18T01:00:00.000Z,,Mta*metrocard Machine,Health Care
4.27,2018-12-18T01:00:00.000Z,,Spectrum,Phone/Cable
82.24,2018-12-19T01:00:00.000Z,Adam Sanders,Carlo Hodge,Lunch on Friday 🤟👻
19.29,2018-12-19T01:00:00.000Z,,Gu's Dumplings,Other Services
53.89,2018-12-20T01:00:00.000Z,,Mta*metrocard Machine,Merchandise
86.96,2018-12-20T01:00:00.000Z,,Sq *los Tacos Al Pastor,Dining
38.28,2018-12-21T01:00:00.000Z,,Trader Joe's #539 Qps,Merchandise
20.32,2018-12-21T01:00:00.000Z,Adam Sanders,Theo Freeman,Dinner on Tuesday 😍🥒
52.35,2018-12-22T01:00:00.000Z,Adam Sanders,Devin Hollis,Tickets on Friday 🍗🤗
81,2018-12-22T01:00:00.000Z,,Mta*metrocard Machine,Travel
62.6,2018-12-23T01:00:00.000Z,,Amazon.com*Azk12,Dining
10.57,2018-12-23T01:00:00.000Z,,Texaco 0381549,Dining
35.57,2018-12-24T01:00:00.000Z,,Spectrum,Other Services
31.13,2018-12-24T01:00:00.000Z,,Exxonmobil 97303341,Merchandise
-29.88,2018-12-25T01:00:00.000Z,Murtaza Becker,Adam Sanders,Lunch on Saturday 🥦🤗
58.68,2018-12-25T01:00:00.000Z,Adam Sanders,Dominick Arellano,Snacks on Thursday 🌶🥥
29.35,2018-12-26T01:00:00.000Z,,Trader Joe's #539 Qps,Merchandise
90.92,2018-12-26T01:00:00.000Z,,ConEd,Phone/Cable
89.83,2018-12-27T01:00:00.000Z,,Bull Mccabes,Merchandise
31.98,2018-12-27T01:00:00.000Z,,Tm *atlanta United Fc,Health Care
65.13,2018-12-28T01:00:00.000Z,Adam Sanders,Abdurahman Fox,Brunch on Saturday 🥔🍉
-72.66,2018-12-28T01:00:00.000Z,Cory Maguire,Adam Sanders,Groceries on Tuesday 🍳👻
-93.19,2018-12-29T01:00:00.000Z,Tyriq Chavez,Adam Sanders,Breakfast on Thursday 🍅🥳
30.49,2018-12-29T01:00:00.000Z,,Publix #719,Travel
86.5,2018-12-30T01:00:00.000Z,Adam Sanders,Nabilah Knowles,Tickets on Friday 🥔🥞
63.57,2018-12-30T01:00:00.000Z,Adam Sanders,Devin Hollis,Breakfast on Saturday 🍏🍖
19.74,2018-12-31T01:00:00.000Z,,Harris Teeter #80,Phone/Cable
21.71,2018-12-31T01:00:00.000Z,Adam Sanders,Renae Hutchinson,Lunch on Tuesday 🥕🍈
29.13,2019-01-01T01:00:00.000Z,,Qt 838 07008386,Other Services
-66.71,2019-01-01T01:00:00.000Z,Cory Maguire,Adam Sanders,Drinks on Sunday 🤐🤠
-28.34,2019-01-02T01:00:00.000Z,Malachi Cannon,Adam Sanders,Tickets on Tuesday 🧀😋
37.18,2019-01-02T01:00:00.000Z,Adam Sanders,Gemma Avery,Dinner on Friday 🍈🍒
77.98,2019-01-03T01:00:00.000Z,,Publix #282,Travel
31.27,2019-01-03T01:00:00.000Z,,Amagansett Supersav,Health Care
93.41,2019-01-04T01:00:00.000Z,,Ingles Gas Exp #133,Other Services
82.53,2019-01-04T01:00:00.000Z,Adam Sanders,Omar Nairn,Brunch on Tuesday 🥔😋
24.98,2019-01-05T01:00:00.000Z,,Exxonmobil 48085070,Travel
9.61,2019-01-05T01:00:00.000Z,Adam Sanders,Theo Freeman,Brunch on Wednesday 🥑🧆
46.96,2019-01-06T01:00:00.000Z,,Down The Hatch,Health Care
92.61,2019-01-06T01:00:00.000Z,,Uber Eats,Other Services
-80.97,2019-01-07T01:00:00.000Z,Theo Freeman,Adam Sanders,Snacks on Monday 🍋👻
-45.01,2019-01-07T01:00:00.000Z,Lex Curran,Adam Sanders,Brunch on Saturday 🧄🥑
95.57,2019-01-08T01:00:00.000Z,,Mezcalitos Group L,Health Care
77.78,2019-01-08T01:00:00.000Z,Adam Sanders,Todd Mcmillan,Tickets on Monday 🍖🥒
-49.41,2019-01-09T01:00:00.000Z,Dominik Lowe,Adam Sanders,Breakfast on Thursday 🧇🥯
-45.15,2019-01-09T01:00:00.000Z,Dominik Lowe,Adam Sanders,Brunch on Monday 🙏🍊
43.42,2019-01-10T01:00:00.000Z,,Bar Taco Inman Park,Other Services
33.29,2019-01-10T01:00:00.000Z,,76 - Gse 76 Los Feliz,Phone/Cable
-75.62,2019-01-11T01:00:00.000Z,Abdurahman Fox,Adam Sanders,Drinks on Wednesday 🥩🥐
10.63,2019-01-11T01:00:00.000Z,,Amagansett Supersav,Travel
71.84,2019-01-12T01:00:00.000Z,,ConEd,Phone/Cable
-69.08,2019-01-12T01:00:00.000Z,Missy Hulme,Adam Sanders,Breakfast on Saturday 🤐⛄️
25.52,2019-01-13T01:00:00.000Z,,Mta*metrocard Machine,Merchandise
26.15,2019-01-13T01:00:00.000Z,Adam Sanders,Omar Nairn,Snacks on Sunday 🤟🧀
59.7,2019-01-14T01:00:00.000Z,,Sq *fifth Hammer Brewing,Phone/Cable
63.82,2019-01-14T01:00:00.000Z,,Publix #719,Phone/Cable
92.02,2019-01-15T01:00:00.000Z,,Mta*metrocard Machine,Dining
-45.35,2019-01-15T01:00:00.000Z,Leen Mcgrath,Adam Sanders,Groceries on Wednesday 🍉🤯
95.97,2019-01-16T01:00:00.000Z,,Publix #719,Travel
91.88,2019-01-16T01:00:00.000Z,,Minero Restaurant,Merchandise
75.07,2019-01-17T01:00:00.000Z,,Joy Cafe,Travel
70.13,2019-01-17T01:00:00.000Z,,Mta*metrocard Machine,Other Services
65.95,2019-01-18T01:00:00.000Z,Adam Sanders,Theo Freeman,Tickets on Thursday 🥓🍌
65.98,2019-01-18T01:00:00.000Z,Adam Sanders,Carlo Hodge,Tickets on Tuesday 🥪🍕
76.13,2019-01-19T01:00:00.000Z,,Mta*metrocard Machine,Other Services
69.92,2019-01-19T01:00:00.000Z,,Publix #719,Health Care
8.67,2019-01-20T01:00:00.000Z,Adam Sanders,Theo Freeman,Groceries on Wednesday 🧄🍆
63.98,2019-01-20T01:00:00.000Z,,Qt 761 07007610,Other Services
9.63,2019-01-21T01:00:00.000Z,,Tm *atlanta Hawks,Health Care
63.37,2019-01-21T01:00:00.000Z,Adam Sanders,Renae Hutchinson,Brunch on Tuesday 🍆🥖
-92.3,2019-01-22T01:00:00.000Z,Missy Hulme,Adam Sanders,Brunch on Sunday 🥦🍆
4.15,2019-01-22T01:00:00.000Z,,9640 Amc Online,Travel
32.53,2019-01-23T01:00:00.000Z,Adam Sanders,Aiysha Fleming,Groceries on Saturday 😋🥩
80.92,2019-01-23T01:00:00.000Z,,Mirch Masala,Phone/Cable
39.23,2019-01-24T01:00:00.000Z,,Ticketmaster,Merchandise
-53.38,2019-01-24T01:00:00.000Z,Malachi Cannon,Adam Sanders,Groceries on Wednesday 🧀🥓
-78.35,2019-01-25T01:00:00.000Z,Carlo Hodge,Adam Sanders,Dinner on Sunday 🥝👻
31.07,2019-01-25T01:00:00.000Z,,Uber Eats,Travel
37.82,2019-01-26T01:00:00.000Z,Adam Sanders,Yousef Walls,Tickets on Thursday 🍊🍖
78.27,2019-01-26T01:00:00.000Z,,Bp#1658533discount Zone,Other Services
-69.14,2019-01-27T01:00:00.000Z,Yousef Walls,Adam Sanders,Snacks on Saturday 🍕🙏
55.36,2019-01-27T01:00:00.000Z,,Amagansett Supersav,Travel
16.21,2019-01-28T01:00:00.000Z,,Comcast Atlanta Cs 1x,Other Services
28.23,2019-01-28T01:00:00.000Z,Adam Sanders,Theodor Larson,Snacks on Saturday 😎🥩
28.89,2019-01-29T01:00:00.000Z,,Mercantile And Mas,Other Services
45.13,2019-01-29T01:00:00.000Z,,Ingles Gas Exp #133,Phone/Cable
84.49,2019-01-30T01:00:00.000Z,,Mta*metrocard Machine,Phone/Cable
86.32,2019-01-30T01:00:00.000Z,Adam Sanders,Nabilah Knowles,Brunch on Saturday 🍓🍅
-84.35,2019-01-31T01:00:00.000Z,Amelia-Lily Pham,Adam Sanders,Lunch on Sunday 😎🌮
-84.52,2019-01-31T01:00:00.000Z,Devin Hollis,Adam Sanders,Brunch on Thursday 🍞😍
35.12,2019-02-01T01:00:00.000Z,,Sq *dsk Brooklyn,Phone/Cable
16.62,2019-02-01T01:00:00.000Z,Adam Sanders,Jamal Cole,Drinks on Sunday 🍆🍈
71.91,2019-02-02T01:00:00.000Z,,Publix #719,Dining
-50.75,2019-02-02T01:00:00.000Z,Devin Hollis,Adam Sanders,Groceries on Friday 🍉🥑
61.15,2019-02-03T01:00:00.000Z,Adam Sanders,Everett Dalton,Drinks on Wednesday 🍓🌮
74.5,2019-02-03T01:00:00.000Z,Adam Sanders,Everett Dalton,Groceries on Monday 🥝🍖
-85.86,2019-02-04T01:00:00.000Z,Camron Ramirez,Adam Sanders,Snacks on Tuesday 🥙🍇
-65.78,2019-02-04T01:00:00.000Z,Cory Maguire,Adam Sanders,Dinner on Friday 🥓😎
-46.79,2019-02-05T01:00:00.000Z,Missy Hulme,Adam Sanders,Tickets on Wednesday 🥒🥪
77.26,2019-02-05T01:00:00.000Z,,Cinepolis Chelsea,Other Services
5.66,2019-02-06T01:00:00.000Z,Adam Sanders,Emilis Jensen,Tickets on Saturday 🌶🍖
12.87,2019-02-06T01:00:00.000Z,Adam Sanders,Nafeesa Mitchell,Dinner on Friday 🍗🍠
23.28,2019-02-07T01:00:00.000Z,,Record Stop Chs,Merchandise
88.66,2019-02-07T01:00:00.000Z,,Trader Joe's #539 Qps,Health Care
51.88,2019-02-08T01:00:00.000Z,,Wagaya,Phone/Cable
-94.59,2019-02-08T01:00:00.000Z,Dominik Lowe,Adam Sanders,Brunch on Friday 🥝🥥
16.03,2019-02-09T01:00:00.000Z,,Amagansett Supersav,Health Care
16.82,2019-02-09T01:00:00.000Z,,ConEd,Health Care
84.55,2019-02-10T01:00:00.000Z,,Amagansett Supersav,Other Services
41.57,2019-02-10T01:00:00.000Z,,Mercedes Benz Stadium,Other Services
70.86,2019-02-11T01:00:00.000Z,,Minero Restaurant,Travel
-88.79,2019-02-11T01:00:00.000Z,Tyriq Chavez,Adam Sanders,Tickets on Saturday 👌🧇
93.62,2019-02-12T01:00:00.000Z,,Publix #719,Other Services
63.06,2019-02-12T01:00:00.000Z,,Publix #719,Other Services
73.56,2019-02-13T01:00:00.000Z,Adam Sanders,Tyrell Padilla,Lunch on Wednesday 🌭🥳
-42.79,2019-02-13T01:00:00.000Z,Carlo Hodge,Adam Sanders,Snacks on Tuesday 🤩🍋
-59.89,2019-02-14T01:00:00.000Z,Jadene Holding,Adam Sanders,Groceries on Wednesday ⛄️😎
35.31,2019-02-14T01:00:00.000Z,,Murphy6761atwalmart,Dining
14.99,2019-02-15T01:00:00.000Z,,Mta*metrocard Machine,Merchandise
52.58,2019-02-15T01:00:00.000Z,Adam Sanders,Everett Dalton,Groceries on Monday 🧇🍎
-14.11,2019-02-16T01:00:00.000Z,Missy Hulme,Adam Sanders,Drinks on Monday 🍆🥭
38.94,2019-02-16T01:00:00.000Z,,Music Midtown,Merchandise
-44.74,2019-02-17T01:00:00.000Z,Dominik Lowe,Adam Sanders,Snacks on Saturday 🍐🍞
21.38,2019-02-17T01:00:00.000Z,,Mezcalitos Group L,Dining
30.68,2019-02-18T01:00:00.000Z,,Bp#8247694circle K St 27,Travel
74.82,2019-02-18T01:00:00.000Z,,Tm *atlanta United Fc,Travel
72.95,2019-02-19T01:00:00.000Z,,Sq *fifth Hammer Brewing,Other Services
88.37,2019-02-19T01:00:00.000Z,Adam Sanders,Hina Couch,Snacks on Sunday 🧅🥕
41.46,2019-02-20T01:00:00.000Z,,ConEd,Health Care
3.81,2019-02-20T01:00:00.000Z,,ConEd,Phone/Cable
75.57,2019-02-21T01:00:00.000Z,Adam Sanders,Camron Ramirez,Groceries on Tuesday 🍆🍈
88.5,2019-02-21T01:00:00.000Z,,Qt 761 07007610,Other Services
22.86,2019-02-22T01:00:00.000Z,Adam Sanders,Camden Merritt,Snacks on Sunday 👻🍍
39.52,2019-02-22T01:00:00.000Z,Adam Sanders,Leen Mcgrath,Breakfast on Tuesday 🥦🍗
-72.08,2019-02-23T01:00:00.000Z,Jadene Holding,Adam Sanders,Brunch on Saturday 🍑🥕
13.09,2019-02-23T01:00:00.000Z,Adam Sanders,Theo Freeman,Snacks on Wednesday 🍞🥐
-93.9,2019-02-24T01:00:00.000Z,Amelia-Lily Pham,Adam Sanders,Lunch on Thursday 🍒👌
5.06,2019-02-24T01:00:00.000Z,,Krispy Kreme Dough,Health Care
-58.12,2019-02-25T01:00:00.000Z,Norman Liu,Adam Sanders,Snacks on Saturday 🍒🧀
53.89,2019-02-25T01:00:00.000Z,Adam Sanders,Todd Mcmillan,Tickets on Tuesday 🙏🤩
4.76,2019-02-26T01:00:00.000Z,,Publix #719,Health Care
63.51,2019-02-26T01:00:00.000Z,,Trader Joe's #539 Qps,Dining
39.66,2019-02-27T01:00:00.000Z,,Qt 838 07008386,Phone/Cable
19.87,2019-02-27T01:00:00.000Z,,Publix #719,Merchandise
72.87,2019-02-28T01:00:00.000Z,,Comcast Atlanta Cs 1x,Phone/Cable
-44.67,2019-02-28T01:00:00.000Z,Camden Merritt,Adam Sanders,Snacks on Thursday 🤑🥪
44.9,2019-03-01T01:00:00.000Z,,Qt 838 07008386,Health Care
96.37,2019-03-01T01:00:00.000Z,,9640 Amc Online,Dining
72.03,2019-03-02T01:00:00.000Z,Adam Sanders,Anthony Palacios,Brunch on Monday 👻🥐
68.49,2019-03-02T01:00:00.000Z,,Comcast Atlanta Cs 1x,Health Care
43.49,2019-03-03T01:00:00.000Z,,Publix #719,Dining
82.8,2019-03-03T01:00:00.000Z,Adam Sanders,Emilis Jensen,Groceries on Saturday 🌯🤑
-56.64,2019-03-04T01:00:00.000Z,Paula Gallagher,Adam Sanders,Brunch on Friday 🍍🥓
36.18,2019-03-04T01:00:00.000Z,Adam Sanders,Kelsi Burt,Brunch on Monday 😎🥥
-76.68,2019-03-05T01:00:00.000Z,Abdurahman Fox,Adam Sanders,Drinks on Wednesday 🥞🥬
38.13,2019-03-05T01:00:00.000Z,,Amagansett Supersav,Phone/Cable
71.08,2019-03-06T01:00:00.000Z,Adam Sanders,Theo Freeman,Drinks on Saturday 🥐🌭
70.88,2019-03-06T01:00:00.000Z,,Proof Of The Pudding At G,Other Services
52.26,2019-03-07T01:00:00.000Z,,Spectrum,Travel
86.41,2019-03-07T01:00:00.000Z,,Best In Class Barber Shop,Dining
26.19,2019-03-08T01:00:00.000Z,,Trader Joe's #539 Qps,Dining
77.43,2019-03-08T01:00:00.000Z,,Ifc Theatres Llc Box Off,Dining
44.66,2019-03-09T01:00:00.000Z,,Bull Mccabes,Other Services
63.44,2019-03-09T01:00:00.000Z,Adam Sanders,Lidia Barclay,Drinks on Friday 🧈🤯
-13.25,2019-03-10T01:00:00.000Z,Sara Harrington,Adam Sanders,Lunch on Wednesday 🍌🍟
89.15,2019-03-10T01:00:00.000Z,,Publix #719,Other Services
66.57,2019-03-11T00:00:00.000Z,,Bp#1658533discount Zone,Health Care
79.81,2019-03-11T00:00:00.000Z,,Exxonmobil 42181370,Phone/Cable
-67.3,2019-03-12T00:00:00.000Z,Tyriq Chavez,Adam Sanders,Breakfast on Sunday 🤗🤩
63.55,2019-03-12T00:00:00.000Z,,ConEd,Travel
75.62,2019-03-13T00:00:00.000Z,Adam Sanders,Kitty John,Groceries on Sunday 🍍🌭
-83.81,2019-03-13T00:00:00.000Z,Courtnie Mccarty,Adam Sanders,Lunch on Sunday 🌯🥖
15.57,2019-03-14T00:00:00.000Z,Adam Sanders,Norman Liu,Snacks on Saturday 🍆🥐
27.65,2019-03-14T00:00:00.000Z,,Supercuts,Dining
64.52,2019-03-15T00:00:00.000Z,Adam Sanders,Jamal Cole,Dinner on Wednesday 🧆🍇
-49.29,2019-03-15T00:00:00.000Z,Camden Merritt,Adam Sanders,Dinner on Monday 🥵🍑
83.19,2019-03-16T00:00:00.000Z,,Ticketmaster,Other Services
32.92,2019-03-16T00:00:00.000Z,,CVS,Merchandise
-71.58,2019-03-17T00:00:00.000Z,Tyriq Chavez,Adam Sanders,Lunch on Wednesday 🥕🌮
54.01,2019-03-17T00:00:00.000Z,,Tm *atlanta Hawks,Health Care
21.11,2019-03-18T00:00:00.000Z,,Bp#Azk12 Azk12,Merchandise
91.74,2019-03-18T00:00:00.000Z,,Publix #719,Health Care
-61.54,2019-03-19T00:00:00.000Z,Boyd Mcclain,Adam Sanders,Dinner on Monday 🍔😍
55.54,2019-03-19T00:00:00.000Z,,Amazon Mktplace Pmts Www.,Dining
1.25,2019-03-20T00:00:00.000Z,,Publix #719,Travel
14.62,2019-03-20T00:00:00.000Z,Adam Sanders,Arron Thorne,Snacks on Saturday 🥔🍞
57.57,2019-03-21T00:00:00.000Z,,76 - Gse 76 Los Feliz,Dining
17.72,2019-03-21T00:00:00.000Z,,Record Stop Chs,Phone/Cable
10.93,2019-03-22T00:00:00.000Z,Adam Sanders,Todd Mcmillan,Snacks on Saturday 🍳🧅
81.63,2019-03-22T00:00:00.000Z,Adam Sanders,Cory Maguire,Lunch on Tuesday 🌭🥦
25.14,2019-03-23T00:00:00.000Z,Adam Sanders,Murtaza Becker,Tickets on Thursday 🍗🤯
95.74,2019-03-23T00:00:00.000Z,,Karakatta,Health Care
38.39,2019-03-24T00:00:00.000Z,Adam Sanders,Devin Hollis,Brunch on Wednesday 🍊🧇
21.32,2019-03-24T00:00:00.000Z,,Bp#Azk12 Azk12,Phone/Cable
86.89,2019-03-25T00:00:00.000Z,,Cinepolis Chelsea,Dining
7.67,2019-03-25T00:00:00.000Z,,Joy Cafe,Health Care
93.86,2019-03-26T00:00:00.000Z,,Spectrum,Merchandise
60.33,2019-03-26T00:00:00.000Z,,Mta*metrocard Machine,Merchandise
85.01,2019-03-27T00:00:00.000Z,Adam Sanders,Jo Pena,Tickets on Thursday 😎🥪
-41.75,2019-03-27T00:00:00.000Z,Missy Hulme,Adam Sanders,Snacks on Sunday 🍕🥭
68.11,2019-03-28T00:00:00.000Z,,Publix #719,Dining
60.66,2019-03-28T00:00:00.000Z,Adam Sanders,Dominick Arellano,Breakfast on Friday 🍔🥙
56.73,2019-03-29T00:00:00.000Z,Adam Sanders,Carlo Hodge,Dinner on Thursday 🍔🧆
21.21,2019-03-29T00:00:00.000Z,,Ticketmaster,Phone/Cable
92.02,2019-03-30T00:00:00.000Z,,Mta*metrocard Machine,Dining
50.87,2019-03-30T00:00:00.000Z,,76 - Gse 76 Los Feliz,Travel
77.71,2019-03-31T00:00:00.000Z,,CVS,Travel
19.51,2019-03-31T00:00:00.000Z,,Bar Taco Inman Park,Merchandise
83.54,2019-04-01T00:00:00.000Z,,Mta*metrocard Machine,Travel
91.47,2019-04-01T00:00:00.000Z,Adam Sanders,Omar Nairn,Snacks on Sunday 🍌🤩
59.57,2019-04-02T00:00:00.000Z,,Tom's Dim Sum,Other Services
60.5,2019-04-02T00:00:00.000Z,,ConEd,Merchandise
65.86,2019-04-03T00:00:00.000Z,Adam Sanders,Darcie Ferreira,Groceries on Thursday 🧈🥒
19.57,2019-04-03T00:00:00.000Z,Adam Sanders,Adil Smart,Tickets on Wednesday 🍋🍋
99.37,2019-04-04T00:00:00.000Z,,Amagansett Supersav,Health Care
-14.95,2019-04-04T00:00:00.000Z,Nafeesa Mitchell,Adam Sanders,Dinner on Thursday 🥝🍉
78.04,2019-04-05T00:00:00.000Z,,Exxonmobil 47449913,Travel
37.07,2019-04-05T00:00:00.000Z,,Publix #719,Travel
3.2,2019-04-06T00:00:00.000Z,,Amazon Mktplace Pmts Www.,Health Care
4.24,2019-04-06T00:00:00.000Z,,Amarachi Restaurant,Health Care
-79.26,2019-04-07T00:00:00.000Z,Hassan Nicholson,Adam Sanders,Brunch on Tuesday 😋🍈
63.67,2019-04-07T00:00:00.000Z,,Publix #719,Other Services
14.67,2019-04-08T00:00:00.000Z,,Record Stop Chs,Other Services
-86.82,2019-04-08T00:00:00.000Z,Yousef Walls,Adam Sanders,Dinner on Saturday ⛄️🤟
15.62,2019-04-09T00:00:00.000Z,,Victory Sandwich Bar - De,Health Care
3.49,2019-04-09T00:00:00.000Z,,Ton Ton,Phone/Cable
38.48,2019-04-10T00:00:00.000Z,Adam Sanders,Murtaza Becker,Snacks on Sunday 🥑🍖
96.99,2019-04-10T00:00:00.000Z,Adam Sanders,Murtaza Becker,Drinks on Saturday 🤟🍐
53.68,2019-04-11T00:00:00.000Z,,Sq *fifth Hammer Brewing,Merchandise
65.28,2019-04-11T00:00:00.000Z,,Proof Of The Pudding At G,Other Services
92.51,2019-04-12T00:00:00.000Z,Adam Sanders,Alivia Mackay,Breakfast on Sunday 🥯🍊
68.05,2019-04-12T00:00:00.000Z,Adam Sanders,Tyrell Padilla,Drinks on Monday 🤗🥕
0.99,2019-04-13T00:00:00.000Z,,Mirch Masala,Merchandise
20.93,2019-04-13T00:00:00.000Z,,Sq *los Tacos Al Pastor,Travel
87.52,2019-04-14T00:00:00.000Z,,Bp#1721828ck 2211932,Phone/Cable
86.65,2019-04-14T00:00:00.000Z,,Anticos Pizza,Health Care
29.6,2019-04-15T00:00:00.000Z,,Trader Joe's #539 Qps,Phone/Cable
63.58,2019-04-15T00:00:00.000Z,,Best In Class Barber Shop,Phone/Cable
88.41,2019-04-16T00:00:00.000Z,Adam Sanders,Kitty John,Tickets on Saturday 🍆🍔
82.29,2019-04-16T00:00:00.000Z,Adam Sanders,Tyriq Chavez,Lunch on Sunday 🍓😋
-75.13,2019-04-17T00:00:00.000Z,Shaurya Horne,Adam Sanders,Groceries on Friday 🍏🍠
8.83,2019-04-17T00:00:00.000Z,,Publix #719,Other Services
20.26,2019-04-18T00:00:00.000Z,,Vip Market,Merchandise
33.57,2019-04-18T00:00:00.000Z,,Record Stop Chs,Health Care
-52.22,2019-04-19T00:00:00.000Z,Camden Merritt,Adam Sanders,Snacks on Monday 🍖🤗
-8.15,2019-04-19T00:00:00.000Z,Aiysha Fleming,Adam Sanders,Dinner on Saturday 🥨🤯
27.57,2019-04-20T00:00:00.000Z,,Publix #282,Other Services
55.51,2019-04-20T00:00:00.000Z,,Amagansett Supersav,Health Care
-71.77,2019-04-21T00:00:00.000Z,Omar Nairn,Adam Sanders,Drinks on Saturday 😎🍆
55.45,2019-04-21T00:00:00.000Z,Adam Sanders,Nafeesa Mitchell,Tickets on Sunday 🍔🥞
3.94,2019-04-22T00:00:00.000Z,,Publix #719,Phone/Cable
4.69,2019-04-22T00:00:00.000Z,,Mta*metrocard Machine,Phone/Cable
98.44,2019-04-23T00:00:00.000Z,Adam Sanders,Kelsi Burt,Brunch on Thursday 🥔😎
-28.04,2019-04-23T00:00:00.000Z,Adil Smart,Adam Sanders,Brunch on Monday 🍏🥦
69.19,2019-04-24T00:00:00.000Z,Adam Sanders,Aiysha Fleming,Brunch on Monday 🍗🍗
80.41,2019-04-24T00:00:00.000Z,,Amagansett Supersav,Health Care
1.87,2019-04-25T00:00:00.000Z,,Exxonmobil 47449913,Other Services
84.28,2019-04-25T00:00:00.000Z,,Playstationnetwork,Other Services
36.66,2019-04-26T00:00:00.000Z,,Ton Ton,Phone/Cable
-69.06,2019-04-26T00:00:00.000Z,Alivia Mackay,Adam Sanders,Lunch on Monday 🍎🍈
82.64,2019-04-27T00:00:00.000Z,Adam Sanders,Yousef Walls,Brunch on Friday 😍🥯
69.81,2019-04-27T00:00:00.000Z,,Trader Joe's #539 Qps,Other Services
43.97,2019-04-28T00:00:00.000Z,Adam Sanders,Hina Couch,Lunch on Tuesday 🥔🌶
84.78,2019-04-28T00:00:00.000Z,,Spectrum,Other Services
98.33,2019-04-29T00:00:00.000Z,,Playstationnetwork,Merchandise
15.24,2019-04-29T00:00:00.000Z,,Qt 761 07007610,Phone/Cable
-14.38,2019-04-30T00:00:00.000Z,Lidia Barclay,Adam Sanders,Lunch on Saturday 🍆🍞
65.42,2019-04-30T00:00:00.000Z,,Barnes & Noble #1907,Other Services
58.18,2019-05-01T00:00:00.000Z,,9640 Amc Online,Travel
76.05,2019-05-01T00:00:00.000Z,,Publix #719,Phone/Cable
-60.03,2019-05-02T00:00:00.000Z,Devin Hollis,Adam Sanders,Groceries on Thursday 🍟🧇
-49.14,2019-05-02T00:00:00.000Z,Omar Nairn,Adam Sanders,Brunch on Wednesday 🍑🥯
75.85,2019-05-03T00:00:00.000Z,,Megabus.com,Merchandise
-77.22,2019-05-03T00:00:00.000Z,Renae Hutchinson,Adam Sanders,Lunch on Tuesday 🧅🥭
-51.57,2019-05-04T00:00:00.000Z,Murtaza Becker,Adam Sanders,Drinks on Saturday 🥐🍋
43.96,2019-05-04T00:00:00.000Z,,Tm *atlanta United Fc,Dining
38.83,2019-05-05T00:00:00.000Z,,Bar Taco Inman Park,Travel
26.35,2019-05-05T00:00:00.000Z,,Music Midtown,Merchandise
47.26,2019-05-06T00:00:00.000Z,,Publix #719,Merchandise
61.65,2019-05-06T00:00:00.000Z,Adam Sanders,Missy Hulme,Tickets on Wednesday 🥙🍔
-1.82,2019-05-07T00:00:00.000Z,Gemma Avery,Adam Sanders,Lunch on Thursday 🍎🥙
59.73,2019-05-07T00:00:00.000Z,Adam Sanders,Everett Dalton,Drinks on Tuesday 🤟🍉
-21.37,2019-05-08T00:00:00.000Z,Jamal Cole,Adam Sanders,Breakfast on Friday 🍊👻
15.99,2019-05-08T00:00:00.000Z,Adam Sanders,Sara Harrington,Groceries on Thursday 🥨🧇
94.24,2019-05-09T00:00:00.000Z,,Mta*metrocard Machine,Travel
-84.06,2019-05-09T00:00:00.000Z,Kelsi Burt,Adam Sanders,Tickets on Thursday 🍕🧄
97.51,2019-05-10T00:00:00.000Z,Adam Sanders,Missy Hulme,Tickets on Sunday 🍇🤑
94.48,2019-05-10T00:00:00.000Z,,Texaco 0381549,Dining
-96.13,2019-05-11T00:00:00.000Z,Sara Harrington,Adam Sanders,Lunch on Saturday 🥞🧀
26.69,2019-05-11T00:00:00.000Z,,Mercantile And Mas,Phone/Cable
38.97,2019-05-12T00:00:00.000Z,,Trader Joe's #539 Qps,Dining
9.18,2019-05-12T00:00:00.000Z,,Mta*metrocard Machine,Travel
-85.18,2019-05-13T00:00:00.000Z,Amelia-Lily Pham,Adam Sanders,Dinner on Friday 🍊👻
29.28,2019-05-13T00:00:00.000Z,,Playstationnetwork,Phone/Cable
94.38,2019-05-14T00:00:00.000Z,Adam Sanders,Missy Hulme,Drinks on Sunday 🧀🍕
88.92,2019-05-14T00:00:00.000Z,,Tst* Sampan,Dining
-23.79,2019-05-15T00:00:00.000Z,Theodor Larson,Adam Sanders,Lunch on Tuesday 🌯🥖
50.38,2019-05-15T00:00:00.000Z,,Bull Mccabes,Dining
62.36,2019-05-16T00:00:00.000Z,,Publix #282,Merchandise
0.67,2019-05-16T00:00:00.000Z,,Supercuts,Merchandise
62.83,2019-05-17T00:00:00.000Z,,Amagansett Supersav,Merchandise
72.09,2019-05-17T00:00:00.000Z,Adam Sanders,Amelia-Lily Pham,Groceries on Friday 🤠😍
28.68,2019-05-18T00:00:00.000Z,,Exxonmobil 97303341,Dining
14.06,2019-05-18T00:00:00.000Z,,Gu's Dumplings,Merchandise
